"","track_id","track_name","plays","date_retrieved"
"227","2Rk4JlNc2TPmZe2af99d45","ME! (feat. Brendon Urie of Panic! At The Disco)",NA,"Thu Jun  8 14:59:04 2023"
"228","1SmiQ65iSAbPto6gPFlBYm","It’s Nice To Have A Friend",NA,"Thu Jun  8 14:59:04 2023"
"229","1fzAuUVbzlhZ1lJAx9PtY6","Daylight",NA,"Thu Jun  8 14:59:04 2023"
"230","2yLa0QULdQr0qAIvVwN6B5","...Ready For It?",NA,"Thu Jun  8 14:59:04 2023"
"231","2x0WlnmfG39ZuDmstl9xfX","End Game",NA,"Thu Jun  8 14:59:04 2023"
"232","4svZDCRz4cJoneBpjpx8DJ","I Did Something Bad",NA,"Thu Jun  8 14:59:04 2023"
"233","1R0a2iXumgCiFb7HEZ7gUE","Don’t Blame Me",NA,"Thu Jun  8 14:59:04 2023"
"234","6NFyWDv5CjfwuzoCkw47Xf","Delicate",NA,"Thu Jun  8 14:59:04 2023"
"235","1P17dC1amhFzptugyAO7Il","Look What You Made Me Do",NA,"Thu Jun  8 14:59:04 2023"
"236","5PxFv9yJEg9dxvbZggykro","So It Goes...",NA,"Thu Jun  8 14:59:04 2023"
"237","1ZY1PqizIl78geGM4xWlEA","Gorgeous",NA,"Thu Jun  8 14:59:04 2023"
"238","0VE4kBnHJUgtMf0dy6DRmW","Getaway Car",NA,"Thu Jun  8 14:59:04 2023"
"239","7HuBDWi18s4aJM8UFnNheH","King Of My Heart",NA,"Thu Jun  8 14:59:04 2023"
"240","7I7JbDv63ZJJsSi24DyJrz","Dancing With Our Hands Tied",NA,"Thu Jun  8 14:59:04 2023"
"241","6oVxXO5oQ4pTpO8RSnkzvv","Dress",NA,"Thu Jun  8 14:59:04 2023"
"242","07NxDD1iKCHbAldceD7QLP","This Is Why We Can't Have Nice Things",NA,"Thu Jun  8 14:59:04 2023"
"243","1GwMQaZz6Au3QLDbjbMdme","Call It What You Want",NA,"Thu Jun  8 14:59:04 2023"
"244","7F5oktn5YOsR9eR5YsFtqb","New Year’s Day",NA,"Thu Jun  8 14:59:04 2023"
"245","00vJzaoxM3Eja1doBUhX0P","All Too Well",NA,"Thu Jun  8 14:59:04 2023"
"246","22C0JIVhFaczZ4t9heqREN","Wildest Dreams",NA,"Thu Jun  8 14:59:04 2023"
"247","7APTsjmZbj7TFXQJAiRti4","The Best Day",NA,"Thu Jun  8 14:59:04 2023"
"248","4V9NuhKQcUFt4cgbynHV79","Red",NA,"Thu Jun  8 14:59:04 2023"
"249","4hCZk6WJBFQeG3P7WsyntI","Holy Ground",NA,"Thu Jun  8 14:59:04 2023"
"250","7eGeUVeCEvEQrivmjl9Qn3","Teardrops On My Guitar - Radio Single Remix",NA,"Thu Jun  8 14:59:04 2023"
"251","7qGr3rjRhndRIpFUA5f2HJ","Our Song",NA,"Thu Jun  8 14:59:04 2023"
"252","2P5gfMtCcKP0CkmgqFMyPg","22",NA,"Thu Jun  8 14:59:04 2023"
"253","2o2IVjuqRkR9hJxtPjtAP0","I Knew You Were Trouble.",NA,"Thu Jun  8 14:59:04 2023"
"254","55n9yjI6qqXh5F2mYvUc2y","I Don’t Wanna Live Forever (Fifty Shades Darker)",NA,"Thu Jun  8 14:59:04 2023"
"255","5rcHBt2aNcGFWW0jaAUe1L","Mean",NA,"Thu Jun  8 14:59:04 2023"
"256","3aSYZ4upQ6OSNos26YeVWL","How You Get The Girl",NA,"Thu Jun  8 14:59:04 2023"
"257","41T04yafZVrjNq2FqvLtId","So It Goes...",NA,"Thu Jun  8 14:59:04 2023"
"258","0H2UD0LfSCiRr59YMGlCuS","Fifteen",NA,"Thu Jun  8 14:59:04 2023"
"259","6FmJKLpyCt42nP2IOVEVc2","Mine",NA,"Thu Jun  8 14:59:04 2023"
"260","5h2sBwpUSAndjObfU3ti2r","Sparks Fly",NA,"Thu Jun  8 14:59:04 2023"
"261","0YRGTdfmJPALpglAaraYUr","State Of Grace",NA,"Thu Jun  8 14:59:04 2023"
"262","6CB7DczrX9ZJB9Wkjegmaq","Haunted",NA,"Thu Jun  8 14:59:04 2023"
"263","1UPDfqsVIZLEiZeMuUsni2","Never Grow Up",NA,"Thu Jun  8 14:59:04 2023"
"264","0r3U7SOcoj4DIEyN44Lt5z","Treacherous",NA,"Thu Jun  8 14:59:04 2023"
"265","40PXEOFLJc7UIpLMrhSfW1","Babe",NA,"Thu Jun  8 14:59:04 2023"
"266","3YLA3NgzFRRa7LiHMtFPby","Welcome To New York",NA,"Thu Jun  8 14:59:04 2023"
"267","43sE2O3skbGBpT2tO6fzv9","Fearless",NA,"Thu Jun  8 14:59:04 2023"
"268","5lg33MHs1BoUtJVClw8ZpI","Enchanted",NA,"Thu Jun  8 14:59:04 2023"
"269","5PSOWHll3h3Vy226xSJk0M","Change",NA,"Thu Jun  8 14:59:04 2023"
"270","0V3SNHDka1JSCP71HAzpxw","Ours",NA,"Thu Jun  8 14:59:04 2023"
"271","0GmfiNHSgkKamYgQEMYOH3","Out Of The Woods",NA,"Thu Jun  8 14:59:04 2023"
"272","5hiqtrACtMJkNpaNHj0n9Z","Come Back...Be Here",NA,"Thu Jun  8 14:59:04 2023"
"273","2RSYYe7LhKFxIi50T5XtUo","A Place in this World",NA,"Thu Jun  8 14:59:04 2023"
"274","64KRxmbqypPBlya4nxFmDn","This Love",NA,"Thu Jun  8 14:59:04 2023"
"275","24ksPWXKg1k7OOG57pufED","The Lucky One",NA,"Thu Jun  8 14:59:04 2023"
"276","0kqC185OTcnuhbz4T7g5RB","Invisible",NA,"Thu Jun  8 14:59:04 2023"
"277","3oxgFdIlxFEDEJqn7k5TVN","Breathe",NA,"Thu Jun  8 14:59:04 2023"
"278","3EXetjrGgwIjDRNn6YA8sa","Better Man",NA,"Thu Jun  8 14:59:04 2023"
"279","5zytSTR2g0I9psX2Z12ex6","Jump Then Fall",NA,"Thu Jun  8 14:59:04 2023"
"280","2G679wnKfyhUOeNx910OXg","Begin Again",NA,"Thu Jun  8 14:59:04 2023"
"281","4qNEi8zGIYLiMtoW8OaJdx","Tied Together with a Smile",NA,"Thu Jun  8 14:59:04 2023"
"282","2fF3QzbGCrtrDXIdWcg1mv","The Story Of Us",NA,"Thu Jun  8 14:59:04 2023"
"283","0QCS4NpURHvWdF1icdkfBw","Forever & Always",NA,"Thu Jun  8 14:59:04 2023"
"284","0TYJbIHBtmWy9ugtU9BcbE","Hey Stephen",NA,"Thu Jun  8 14:59:04 2023"
"285","1XLc4irbX7oQSneh6gWv3O","Speak Now",NA,"Thu Jun  8 14:59:04 2023"
"286","0eTCaVOYLpJlSkbEi2jay4","Wonderland",NA,"Thu Jun  8 14:59:04 2023"
"287","4RMfSYDFkcz0bKoK8fHDgR","White Horse",NA,"Thu Jun  8 14:59:04 2023"
"288","6Py8IKZqDyU8aQVrjilbJw","I'm Only Me When I'm With You",NA,"Thu Jun  8 14:59:04 2023"
"289","7txpzmA69zyk50K3ZyZSzC","Starlight",NA,"Thu Jun  8 14:59:04 2023"
"290","3qGLcmO0XnnrcpAQGZwTvA","I Know Places",NA,"Thu Jun  8 14:59:04 2023"
"291","33Kq0AT5rvwyE4azisG08x","Welcome To New York",NA,"Thu Jun  8 14:59:04 2023"
"292","2sC2P3BN0IXujNaaSyDmtP","Blank Space",NA,"Thu Jun  8 14:59:04 2023"
"293","1fo2ctLqj3zBhRQKOXprol","Style",NA,"Thu Jun  8 14:59:04 2023"
"294","6Nde5KuTXyB7jlPO4upaBo","Out Of The Woods",NA,"Thu Jun  8 14:59:04 2023"
"295","0lmMtDQ2ElasKU2qDAE6NN","All You Had To Do Was Stay",NA,"Thu Jun  8 14:59:04 2023"
"296","3fthfkkvy9av3q3uAGVf7U","Shake It Off",NA,"Thu Jun  8 14:59:04 2023"
"297","1B5VzXPqMlvRw0U4HJY3dJ","I Wish You Would",NA,"Thu Jun  8 14:59:04 2023"
"298","0yN4fNzmVnmgC0dsOoi9Wh","Bad Blood",NA,"Thu Jun  8 14:59:04 2023"
"299","106R7Z57WYzBAfrXImV30y","Wildest Dreams",NA,"Thu Jun  8 14:59:04 2023"
"300","6wfugRLamFsTRbPcCpNnP7","How You Get The Girl",NA,"Thu Jun  8 14:59:04 2023"
"301","1kTPQnabROVkW9bUXdCGrB","This Love",NA,"Thu Jun  8 14:59:04 2023"
"302","2zfgVd034GlUvk7LqBHl6u","I Know Places",NA,"Thu Jun  8 14:59:04 2023"
"303","4bXCcoesMt8u99xMsbLr9U","Clean",NA,"Thu Jun  8 14:59:04 2023"
"304","6iWMI5oOhWrDbLbjmwTWFq","Wonderland",NA,"Thu Jun  8 14:59:04 2023"
"305","4A2LfnduSTsE8u0ecYROxE","You Are In Love",NA,"Thu Jun  8 14:59:04 2023"
"306","6rZVy6FIG7lSJQMFXHo12z","New Romantics",NA,"Thu Jun  8 14:59:04 2023"
"307","4JQm7ebhsrt10wmrP6AfXL","I Know Places - Voice Memo",NA,"Thu Jun  8 14:59:04 2023"
"308","4TtyvyI42C0KFnbDZvNC8Y","I Wish You Would - Voice Memo",NA,"Thu Jun  8 14:59:04 2023"
"309","0yisH8r0f3Mkq34kjzUlCV","Blank Space - Voice Memo",NA,"Thu Jun  8 14:59:04 2023"
"310","6qnM0XXPZOINWA778uNqQ9","Welcome To New York",NA,"Thu Jun  8 14:59:04 2023"
"311","1p80LdxRV74UKvL8gnD7ky","Blank Space",NA,"Thu Jun  8 14:59:04 2023"
"312","4lIxdJw6W3Fg4vUIYCB0S5","Style",NA,"Thu Jun  8 14:59:04 2023"
"313","5OndtwLGA9O6XHFcGm2H7r","Out Of The Woods",NA,"Thu Jun  8 14:59:04 2023"
"314","0dAb8TY433dl3ZfXYCLE19","All You Had To Do Was Stay",NA,"Thu Jun  8 14:59:04 2023"
"315","5xTtaWoae3wi06K5WfVUUH","Shake It Off",NA,"Thu Jun  8 14:59:04 2023"
"316","3wmN11qXGL0HyPojvEE1D9","I Wish You Would",NA,"Thu Jun  8 14:59:04 2023"
"317","273dCMFseLcVsoSWx59IoE","Bad Blood",NA,"Thu Jun  8 14:59:04 2023"
"318","59HjlYCeBsxdI0fcm3zglw","Wildest Dreams",NA,"Thu Jun  8 14:59:04 2023"
"319","4dYUOfmWna6DFccnz732n8","How You Get The Girl",NA,"Thu Jun  8 14:59:04 2023"
"320","3oKMl2tJv4fdidkXUYMI5x","This Love",NA,"Thu Jun  8 14:59:04 2023"
"321","3jBMHD19RZdAqG9iFQh7xc","I Know Places",NA,"Thu Jun  8 14:59:04 2023"
"322","06WgOCf0LV2h4keYXDRnuh","Clean",NA,"Thu Jun  8 14:59:04 2023"
"323","5zyCYmiaVE5y26EZuwZbsw","State Of Grace",NA,"Thu Jun  8 14:59:04 2023"
"324","1RvQQGwaPipiNgz8RXAKA8","Red",NA,"Thu Jun  8 14:59:04 2023"
"325","0XfOV7qY3834QpFVwOb6CC","Treacherous",NA,"Thu Jun  8 14:59:04 2023"
"326","0ciHz919LVKoH4zgxyMPZ9","I Knew You Were Trouble.",NA,"Thu Jun  8 14:59:04 2023"
"327","1q3RiD1tIWUpGsNFADMlvl","All Too Well",NA,"Thu Jun  8 14:59:04 2023"
"328","3bIxTsfeNMO7Nt2J3EUKrA","22",NA,"Thu Jun  8 14:59:04 2023"
"329","31pEV5lPJi7btskZoUr2yu","I Almost Do",NA,"Thu Jun  8 14:59:04 2023"
"330","1OYARuagDrpgNNQ4loO1Cs","We Are Never Ever Getting Back Together",NA,"Thu Jun  8 14:59:04 2023"
"331","1x0J8LFX23d5h1zzuzZorc","Stay Stay Stay",NA,"Thu Jun  8 14:59:04 2023"
"332","7vvIpJZye5cRR6De1LKM0m","The Last Time",NA,"Thu Jun  8 14:59:04 2023"
"333","5d2Kn9oAAh9S2EbyCo1i52","Holy Ground",NA,"Thu Jun  8 14:59:04 2023"
"334","5QKhg4r4Ibt0LVTmWEXTEg","Sad Beautiful Tragic",NA,"Thu Jun  8 14:59:04 2023"
"335","2wtHlpYSgC7xEdD3DrSHNL","The Lucky One",NA,"Thu Jun  8 14:59:04 2023"
"336","7gdwoOmi258QJq0hmQ4hto","Everything Has Changed",NA,"Thu Jun  8 14:59:04 2023"
"337","0vqI4ZIMuifeKeItGiWbPj","Starlight",NA,"Thu Jun  8 14:59:04 2023"
"338","48A0aShHlovDfTMucMrE66","Begin Again",NA,"Thu Jun  8 14:59:04 2023"
"339","5AsmAjBSSQjRPWgAYIp8tm","The Moment I Knew",NA,"Thu Jun  8 14:59:04 2023"
"340","4qyalTRMRH5YuEntvvMvq0","Come Back...Be Here",NA,"Thu Jun  8 14:59:04 2023"
"341","6cf6rLb8qcklvJv90W6HCW","Girl At Home",NA,"Thu Jun  8 14:59:04 2023"
"342","7BT9K9BDqq6HI2oWH5UMZQ","Treacherous - Original Demo Recording",NA,"Thu Jun  8 14:59:04 2023"
"343","4mqgn90sCeVSYqcoftTQTd","Red - Original Demo Recording",NA,"Thu Jun  8 14:59:04 2023"
"344","5G9AVKld9q7DCrmoY42raf","State Of Grace - Acoustic",NA,"Thu Jun  8 14:59:04 2023"
"345","786NsUYn4GGUf8AOt0SQhP","State Of Grace",NA,"Thu Jun  8 14:59:04 2023"
"346","0cITLOYn1Sv4q27zZPqlNK","Red",NA,"Thu Jun  8 14:59:04 2023"
"347","5kYFVSQoPu7yRpfiHBwMUk","Treacherous",NA,"Thu Jun  8 14:59:04 2023"
"348","72jCZdH0Lhg93z6Z4hBjgj","I Knew You Were Trouble.",NA,"Thu Jun  8 14:59:04 2023"
"349","4XMP3zVxrnr58T0tjIHvpR","All Too Well",NA,"Thu Jun  8 14:59:04 2023"
"350","2ULNeSomDxVNmdDy8VxEBU","22",NA,"Thu Jun  8 14:59:04 2023"
"351","5VwFkx7JOimOGTYfha5rs1","I Almost Do",NA,"Thu Jun  8 14:59:04 2023"
"352","7AEAGTc8cReDqcbPoY9gwo","We Are Never Ever Getting Back Together",NA,"Thu Jun  8 14:59:04 2023"
"353","1qLeEu4iXEclkLwoBlMiou","Stay Stay Stay",NA,"Thu Jun  8 14:59:04 2023"
"354","3n9mzjgAzjyKawvbHzciXF","The Last Time",NA,"Thu Jun  8 14:59:04 2023"
"355","1fGsZsIkQkOspfsT24nQP6","Holy Ground",NA,"Thu Jun  8 14:59:04 2023"
"356","6LKjHhOW1az75pCQ9XJJtF","Sad Beautiful Tragic",NA,"Thu Jun  8 14:59:04 2023"
"357","2X2J0BhxaLTmnxO4pPUhSd","The Lucky One",NA,"Thu Jun  8 14:59:04 2023"
"358","4NAmRvqSITAAzKWnC8yRq3","Everything Has Changed",NA,"Thu Jun  8 14:59:04 2023"
"359","7MecVsMj22MneZt7kVFaCr","Starlight",NA,"Thu Jun  8 14:59:04 2023"
"360","0L4YCNRfXAoTvdpWeH2RGj","Begin Again",NA,"Thu Jun  8 14:59:04 2023"
"361","1aBJNc2thaKyh5THWzIqHX","Sparks Fly - Live/2011",NA,"Thu Jun  8 14:59:04 2023"
"362","7yndkPYP6YQQLBpPsizDfh","Mine - Live/2011",NA,"Thu Jun  8 14:59:04 2023"
"363","72GIZuUXo14oyrS0si3Rgc","The Story Of Us - Live",NA,"Thu Jun  8 14:59:04 2023"
"364","7mFiEij8AXPUZB7aKLbUlQ","Mean - Live/2011",NA,"Thu Jun  8 14:59:04 2023"
"365","68QyrSzpnoU04AAhE5z8lj","Ours - Live/2011",NA,"Thu Jun  8 14:59:04 2023"
"366","1IsquhJFJ0qcFZI7FeAEuN","Back To December/Apologize/You're Not Sorry - Live/2011/Medley",NA,"Thu Jun  8 14:59:04 2023"
"367","6505MLhnqTDDg4tjoUz2Wp","Better Than Revenge - Live/2011",NA,"Thu Jun  8 14:59:04 2023"
"368","3QFB14MOUf3imlyISNmrbT","Speak Now - Live/2011",NA,"Thu Jun  8 14:59:04 2023"
"369","6hH37tyeRdyan1mAppmVor","Last Kiss - Live/2011",NA,"Thu Jun  8 14:59:04 2023"
"370","0BSmbCIY36iw04azzJ3S0S","Drops Of Jupiter - Live/2011",NA,"Thu Jun  8 14:59:04 2023"
"371","6KF9xd2hBLuexrmBX4vUWD","Bette Davis Eyes - Live/2011",NA,"Thu Jun  8 14:59:04 2023"
"372","4KB3zBArZ1rHRExilzycaV","I Want You Back - Live/2011",NA,"Thu Jun  8 14:59:04 2023"
"373","4DbI1rr4IQ2bc8nejy9ttd","Dear John - Live/2011",NA,"Thu Jun  8 14:59:04 2023"
"374","3lm4L3pPL32PFy74dR17OR","Enchanted - Live/2011",NA,"Thu Jun  8 14:59:04 2023"
"375","6znB7YZhMJT2B83zfbiyLq","Haunted - Live/2011",NA,"Thu Jun  8 14:59:04 2023"
"376","5QkzyLUb4ggojNDp8G2OxX","Long Live - Live/2011",NA,"Thu Jun  8 14:59:04 2023"
"377","6LZaxlycSWrJZ4Volb25qx","Mine",NA,"Thu Jun  8 14:59:04 2023"
"378","1q8E1FfFuhd12c5JcJwPxQ","Sparks Fly",NA,"Thu Jun  8 14:59:04 2023"
"379","7lxADouiWFkwR7ZV2GKUcH","Back To December",NA,"Thu Jun  8 14:59:04 2023"
"380","1nYWTzy5zu3zEPNgB1sItW","Speak Now",NA,"Thu Jun  8 14:59:04 2023"
"381","1ubvV5ECkm6nSI6g1HmbBK","Dear John",NA,"Thu Jun  8 14:59:04 2023"
"382","4N60XfcTE1ysLZGbYgnYXq","Mean",NA,"Thu Jun  8 14:59:04 2023"
"383","19tHCfzUSoy5HkpxcmbA0A","The Story Of Us",NA,"Thu Jun  8 14:59:04 2023"
"384","74WBGgUnpKrJXt6TETfR6Z","Never Grow Up",NA,"Thu Jun  8 14:59:04 2023"
"385","14LtANuaslKWyYbktUrHBU","Enchanted",NA,"Thu Jun  8 14:59:04 2023"
"386","1By2VQkUN0Frd8mKNV5NYC","Better Than Revenge",NA,"Thu Jun  8 14:59:04 2023"
"387","3kfgJql90tzgoxByioAMXR","Innocent",NA,"Thu Jun  8 14:59:04 2023"
"388","11UaQaEp2LvdspTyyuE3ur","Haunted",NA,"Thu Jun  8 14:59:04 2023"
"389","1D27z8xNzjW0Mwwt1NCWhJ","Last Kiss",NA,"Thu Jun  8 14:59:04 2023"
"390","7DjCRhhFo9PPzca1BjMLcf","Long Live",NA,"Thu Jun  8 14:59:04 2023"
"391","1EQn3Uc5AyUXoiPLeyCrrg","Ours",NA,"Thu Jun  8 14:59:04 2023"
"392","0vvt4IZOMkRug195S4MUq0","If This Was A Movie",NA,"Thu Jun  8 14:59:04 2023"
"393","2R7C9dDqv1UPycvepBFziA","Superman",NA,"Thu Jun  8 14:59:04 2023"
"394","6IH2Z54gYPLqgJtxZjX80i","Back To December - Acoustic",NA,"Thu Jun  8 14:59:04 2023"
"395","62rlxI6g2PNaWsHoiRryto","Haunted - Acoustic Version",NA,"Thu Jun  8 14:59:04 2023"
"396","0fAbfDiuQiUwV7FUcFfRGY","Mine - POP Mix",NA,"Thu Jun  8 14:59:04 2023"
"397","0dBW6ZsW8skfvoRfgeerBF","Mine",NA,"Thu Jun  8 14:59:04 2023"
"398","6d9IiDcFxtFVIvt9pCqyGH","Sparks Fly",NA,"Thu Jun  8 14:59:04 2023"
"399","3DrjZArsPsoqbLzUZZV1Id","Back To December",NA,"Thu Jun  8 14:59:04 2023"
"400","24DefNCFiWTP8OjYWiXuYe","Speak Now",NA,"Thu Jun  8 14:59:04 2023"
"401","7hZuICN5eaCuQyp443RCt6","Dear John",NA,"Thu Jun  8 14:59:04 2023"
"402","5yEPktRqvIhko5QFF3aBhQ","Mean",NA,"Thu Jun  8 14:59:04 2023"
"403","3RBluWmSoG2pGA1OePzGJI","The Story Of Us",NA,"Thu Jun  8 14:59:04 2023"
"404","1wJL1A0QUHJPf2cm7tsrdw","Never Grow Up",NA,"Thu Jun  8 14:59:04 2023"
"405","10eBRyImhfqVvkiVEGf0N0","Enchanted",NA,"Thu Jun  8 14:59:04 2023"
"406","2ythurkTtSiyfK7GprJoFW","Better Than Revenge",NA,"Thu Jun  8 14:59:04 2023"
"407","5GPwN5iZ9ZMSXAkppj4Uvv","Innocent",NA,"Thu Jun  8 14:59:04 2023"
"408","28M2gifMU282QBM3fKajIS","Haunted",NA,"Thu Jun  8 14:59:04 2023"
"409","4h0EXpatqJImv4VRgvX6po","Last Kiss",NA,"Thu Jun  8 14:59:04 2023"
"410","6XDBA3QWX51lDJ0oZbaJJN","Long Live",NA,"Thu Jun  8 14:59:04 2023"
"411","08gavXombT6KR0af88i9tA","Jump Then Fall",NA,"Thu Jun  8 14:59:04 2023"
"412","2IZ00ed83ygPIiacYScWUE","Untouchable",NA,"Thu Jun  8 14:59:04 2023"
"413","46HGgtwmmuEB8mvDCyjyAc","Forever & Always - Piano Version",NA,"Thu Jun  8 14:59:04 2023"
"414","4pl5zcqCv4vc3cB7M4MZ6f","Come In With The Rain",NA,"Thu Jun  8 14:59:04 2023"
"415","14Bljc3pOOG0xQX3wqhLN9","SuperStar",NA,"Thu Jun  8 14:59:04 2023"
"416","0xvsgzM8AtBtRHZm5rav8A","The Other Side Of The Door",NA,"Thu Jun  8 14:59:04 2023"
"417","3F6czr26ZwGU5O5CHY04Ma","Fearless",NA,"Thu Jun  8 14:59:04 2023"
"418","3M0w3fhdXByHLCNAoi5c9G","Fifteen",NA,"Thu Jun  8 14:59:04 2023"
"419","0kN3oXYWWAk1uC0y2WoyOE","Love Story",NA,"Thu Jun  8 14:59:04 2023"
"420","6wcFdMmiDscAhZJrcVFumx","Hey Stephen",NA,"Thu Jun  8 14:59:04 2023"
"421","4jPtq9shRdUv8Zjr0a5xkD","White Horse",NA,"Thu Jun  8 14:59:04 2023"
"422","3as6Wz3mwbTnusWhZjTUNr","You Belong With Me",NA,"Thu Jun  8 14:59:04 2023"
"423","6S9G7J3EB1ZY0rrZPwsBg5","Breathe",NA,"Thu Jun  8 14:59:04 2023"
"424","4XrP7vKBjKLEYlRZdb0Ygr","Tell Me Why",NA,"Thu Jun  8 14:59:04 2023"
"425","6HWYtS215rxaaMjvpyG18W","You're Not Sorry",NA,"Thu Jun  8 14:59:04 2023"
"426","77VotUUL79U10TAnYdqwvr","The Way I Loved You",NA,"Thu Jun  8 14:59:04 2023"
"427","1zxrcAk6eiytfavqriMcKT","Forever & Always",NA,"Thu Jun  8 14:59:04 2023"
"428","5YbZZ2gYfvW1UvHHF4pVaD","The Best Day",NA,"Thu Jun  8 14:59:04 2023"
"429","0RdcBnAXyH2YZZvcBVu2k6","Change",NA,"Thu Jun  8 14:59:04 2023"
"430","6Eu31gddWw0gOGO506pJYA","Fearless",NA,"Thu Jun  8 14:59:04 2023"
"431","4t0OI7XrODjSkAu3bTPmWj","Fifteen",NA,"Thu Jun  8 14:59:04 2023"
"432","1vrd6UOGamcKNGnSHJQlSt","Love Story",NA,"Thu Jun  8 14:59:04 2023"
"433","4WXzzCof26KJLTK5kK53dS","Hey Stephen",NA,"Thu Jun  8 14:59:04 2023"
"434","6wn61Fzx9XMxQmieLpoIhW","White Horse",NA,"Thu Jun  8 14:59:04 2023"
"435","3GCL1PydwsLodcpv0Ll1ch","You Belong With Me",NA,"Thu Jun  8 14:59:04 2023"
"436","49mWEy5MgtNujgT7xU3emT","Breathe",NA,"Thu Jun  8 14:59:04 2023"
"437","3rnI1UCyGJvUTVvT97VQr5","Tell Me Why",NA,"Thu Jun  8 14:59:04 2023"
"438","0HmCuN0Z3OX1Qrz43FLOPL","You're Not Sorry",NA,"Thu Jun  8 14:59:04 2023"
"439","5P4wWhUYWM0IaVYLuZxdar","The Way I Loved You",NA,"Thu Jun  8 14:59:04 2023"
"440","47HtKpfzpAt8rQjjXWotFj","Forever & Always",NA,"Thu Jun  8 14:59:04 2023"
"441","3esA216TyLHEkNiBCeCmcg","The Best Day",NA,"Thu Jun  8 14:59:04 2023"
"442","1yACRKAwlXWhXXFUSkvzhD","Change",NA,"Thu Jun  8 14:59:04 2023"
"443","4RBKAqJ3qyvvriDG0s9IJ3","Love Story - Live From Clear Channel Stripped 2008",NA,"Thu Jun  8 14:59:04 2023"
"444","5g7RMU3cV7zXWH244BLe7G","Fearless - Live From Clear Channel Stripped 2008",NA,"Thu Jun  8 14:59:04 2023"
"445","4aBW31cmkA7BLColUsMEeZ","Beautiful Eyes - Live From Clear Channel Stripped 2008",NA,"Thu Jun  8 14:59:04 2023"
"446","4MbHDiHQjhmoVAV75G04Ql","Untouchable - Live From Clear Channel Stripped 2008",NA,"Thu Jun  8 14:59:04 2023"
"447","4DjevQhsPWULcondN4mRh5","Teardrops On My Guitar - Live From Clear Channel Stripped 2008",NA,"Thu Jun  8 14:59:04 2023"
"448","7EvU9pRoJ9Xs7anx0P7tEc","Picture To Burn - Live From Clear Channel Stripped 2008",NA,"Thu Jun  8 14:59:04 2023"
"449","5a9hUL6ZuiagZhazwrtwHF","Should've Said No - Live From Clear Channel Stripped 2008",NA,"Thu Jun  8 14:59:04 2023"
"450","69o9kr9UexjzeZDE8yD8dQ","Change - Live From Clear Channel Stripped 2008",NA,"Thu Jun  8 14:59:04 2023"
"451","0Om9WAB5RS09L80DyOfTNa","Tim McGraw",NA,"Thu Jun  8 14:59:04 2023"
"452","32mVHdy0bi1XKgr0ajsBlG","Picture To Burn",NA,"Thu Jun  8 14:59:04 2023"
"453","7zMcNqs55Mxer82bvZFkpg","Teardrops On My Guitar - Radio Single Remix",NA,"Thu Jun  8 14:59:04 2023"
"454","73OX8GdpOeGzKC6OvGSbsv","A Place in this World",NA,"Thu Jun  8 14:59:04 2023"
"455","7an1exwMnfYRcdVQm0yDev","Cold As You",NA,"Thu Jun  8 14:59:04 2023"
"456","2QA3IixpRcKyOdG7XDzRgv","The Outside",NA,"Thu Jun  8 14:59:04 2023"
"457","6K0CJLVXqbGMeJSmJ4ENKK","Tied Together with a Smile",NA,"Thu Jun  8 14:59:04 2023"
"458","2ZoOmCSgj0ypVAmGd1ve4y","Stay Beautiful",NA,"Thu Jun  8 14:59:04 2023"
"459","16MVSD0mGI4RMQT83Qzm69","Should've Said No",NA,"Thu Jun  8 14:59:04 2023"
"460","2QrQCMel6v2JiLxqrg4p2O","Mary's Song (Oh My My My)",NA,"Thu Jun  8 14:59:04 2023"
"461","15DeqWWQB4dcEWzJg15VrN","Our Song",NA,"Thu Jun  8 14:59:04 2023"
"462","0JIdBrXGSJXS72zjF9ss9u","I'm Only Me When I'm With You",NA,"Thu Jun  8 14:59:04 2023"
"463","5OOd01o2YS1QFwdpVLds3r","Invisible",NA,"Thu Jun  8 14:59:04 2023"
"464","1spLfUJxtyVyiKKTegQ2r4","A Perfectly Good Heart",NA,"Thu Jun  8 14:59:04 2023"
"465","4pJi1rVt9GNegU9kywjg4z","Teardrops on My Guitar - Pop Version",NA,"Thu Jun  8 14:59:04 2023"
